FEATURE_ID|Starbucks @ FEATURE_NAME|FEATURE_CLASS|STATE_ALPHA|STATE_NUMERIC|COUNTY_NAME|COUNTY_NUMERIC|PRIMARY_LAT_DMS|PRIM_LONG_DMS|PRIM_LAT_DEC|PRIM_LONG_DEC|SOURCE_LAT_DMS|SOURCE_LONG_DMS|SOURCE_LAT_DEC|SOURCE_LONG_DEC|ELEV_IN_M|ELEV_IN_FT|MAP_NAME|DATE_CREATED|DATE_EDITED
1503114|Starbucks @ Badger Wells|Locale|WA|53|Douglas|017|474846N|1193007W|47.8126453|-119.5019849|||||667|2188|Piersol Hills|09/10/1979|
1503115|Starbucks @ Badgley Spring|Spring|WA|53|Garfield|023|461716N|1172756W|46.2876939|-117.465611|||||1277|4190|Peola|09/10/1979|01/02/2013
1503116|Starbucks @ Badlands Lakes|Lake|WA|53|Benton|005|461637N|1193534W|46.2770782|-119.5928057|||||268|879|Corral Canyon|09/10/1979|
1503117|Starbucks @ Bagshaw Field|Park|WA|53|Snohomish|061|475906N|1221200W|47.9850958|-122.2001352|||||27|89|Everett|09/10/1979|
1503118|Starbucks @ Bahobohosh Point|Cape|WA|53|Clallam|009|481942N|1243938W|48.3283978|-124.6605178|||||0|0|Makah Bay|09/10/1979|
1503119|Starbucks @ Bailey Basin|Basin|WA|53|Okanogan|047|480552N|1190103W|48.0976543|-119.0175255|||||336|1102|Sanderson Creek|09/10/1979|
1503120|Starbucks @ Bailey Lake|Lake|WA|53|Spokane|063|475842N|1172238W|47.978358|-117.3772925|||||579|1900|Deer Park|09/10/1979|06/28/2011
1503121|Starbucks @ Bailey Peninsula|Cape|WA|53|King|033|473317N|1221504W|47.5548214|-122.2512343|||||38|125|Seattle South|09/10/1979|
1503122|Starbucks @ Bailey Spring|Spring|WA|53|Yakima|077|462826N|1195731W|46.4738816|-119.9587229|||||789|2589|Sulphur Spring|09/10/1979|04/19/2011
1503123|Starbucks @ Bailie Memorial Boys Ranch|Locale|WA|53|Franklin|021|463805N|1191027W|46.6348611|-119.1741797|||||292|958|Eagle Lakes|09/10/1979|
1503124|Starbucks @ Bailie Pond|Lake|WA|53|Franklin|021|463545N|1190004W|46.5959317|-119.0010585|||||266|873|Mesa West|09/10/1979|06/28/2011
1503125|Starbucks @ Bainbridge Grange|Populated Place|WA|53|Kitsap|035|473921N|1223114W|47.6559302|-122.5206897|||||26|85|Suquamish|09/10/1979|
1503126|Starbucks @ Bainbridge Island|Island|WA|53|Kitsap|035|473834N|1223232W|47.6428744|-122.5423578|||||59|194|Suquamish|09/10/1979|
1503127|Starbucks @ Baird Cove|Bay|WA|53|Thurston|067|470951N|1224830W|47.1642627|-122.8084691|||||0|0|Longbranch|09/10/1979|
1503128|Starbucks @ Baird Springs|Spring|WA|53|Grant|025|471904N|1195234W|47.3179105|-119.8761629|||||493|1617|Monument Hill|09/10/1979|
1503129|Starbucks @ Baker Creek|Stream|WA|53|Lewis|041|463127N|1224737W|46.5242735|-122.7937278|463241N|1224525W|46.5447222|-122.7569444|117|384|Jackson Prairie|09/10/1979|
1503130|Starbucks @ Baker Creek|Stream|WA|53|Grays Harbor|027|471709N|1241313W|47.285917|-124.2201812|471701N|1241152W|47.2836111|-124.1977778|14|46|Shale Slough|09/10/1979|
1503131|Starbucks @ Baker Farm|Locale|WA|53|Walla Walla|071|463125N|1181819W|46.5234754|-118.3052482|||||347|1138|Ayer|09/10/1979|
1503132|Starbucks @ Baker Pond|Lake|WA|53|Garfield|023|461735N|1173248W|46.2929291|-117.5465722|||||1230|4035|Rose Springs|09/10/1979|
1503133|Starbucks @ Baker Prairie|Flat|WA|53|Thurston|067|465006N|1230445W|46.8350996|-123.0790292|||||46|151|Rochester|09/10/1979|
1503134|Starbucks @ Baker Prairie|Flat|WA|53|Grays Harbor|027|471718N|1241028W|47.2884175|-124.1743469|||||67|220|Shale Slough|09/10/1979|
1503135|Starbucks @ Baker Reservoir|Reservoir|WA|53|Whatcom|073|484103N|1224013W|48.6842506|-122.6702964|||||129|423|Lummi Island|09/10/1979|06/28/2011
1503136|Starbucks @ Bakers Reef|Bar|WA|53|Whatcom|073|484101N|1224042W|48.6837173|-122.6782341|||||0|0|Lummi Island|09/10/1979|
1503137|Starbucks @ Balch Lake|Lake|WA|53|Klickitat|039|454302N|1211915W|45.7170917|-121.3208956|||||181|594|Lyle|09/10/1979|06/28/2011
1503138|Starbucks @ Balch Passage|Channel|WA|53|Pierce|053|471125N|1224149W|47.1903744|-122.697075|||||1|3|McNeil Island|09/10/1979|
1503139|Starbucks @ Bald Bluff|Cliff|WA|53|San Juan|055|483320N|1224937W|48.5556579|-122.8268459|||||62|203|Blakely Island|09/10/1979|
1503140|Starbucks @ Bald Hill|Summit|WA|53|Snohomish|061|475009N|1220159W|47.8359321|-122.0331811|||||216|709|Maltby|09/10/1979|
1503141|Starbucks @ Bald Mountain|Summit|WA|53|Clark|011|455509N|1223422W|45.9192796|-122.5728783|||||471|1545|Ariel|09/10/1979|
1503142|Starbucks @ Bald Mountain|Summit|WA|53|Stevens|065|475740N|1173902W|47.9610025|-117.650509|||||1031|3383|Tumtum|09/10/1979|
1503143|Starbucks @ Bald Ridge|Ridge|WA|53|Pacific|049|461948N|1234525W|46.3301055|-123.7568132|||||142|466|Knappton|09/10/1979|
1503144|Starbucks @ Bald Ridge|Ridge|WA|53|Lincoln|043|474732N|1175837W|47.792105|-117.9769119|||||757|2484|Little Falls|09/10/1979|
1503145|Starbucks @ Baldwin Point|Cape|WA|53|Pierce|053|471323N|1224001W|47.2231524|-122.6670741|||||0|0|McNeil Island|09/10/1979|
1503146|Starbucks @ Baldwin Slough|Stream|WA|53|Pacific|049|462706N|1235649W|46.4517671|-123.9468252|462635N|1235850W|46.4430556|-123.9805556|3|10|Long Island|09/10/1979|
1503147|Starbucks @ Baldy|Summit|WA|53|Kittitas|037|464756N|1202538W|46.7990159|-120.4272871|||||980|3215|Wymer|09/10/1979|
1503148|Starbucks @ Baldy Mountain|Summit|WA|53|Cowlitz|015|460532N|1224153W|46.0923353|-122.698161|||||756|2480|Woolford Creek|09/10/1979|
1503149|Starbucks @ Balfour Park|Park|WA|53|Spokane|063|473929N|1171558W|47.6579499|-117.2660417|||||606|1988|Spokane NE|09/10/1979|
1503150|Starbucks @ Ballard High School|School|WA|53|King|033|474036N|1222232W|47.6766886|-122.3754977|||||53|174|Shilshole Bay|09/10/1979|09/15/2010
1503151|Starbucks @ Ballard Playground|Park|WA|53|King|033|474021N|1222329W|47.6725978|-122.3915182|||||29|95|Shilshole Bay|09/10/1979|
1503152|Starbucks @ Ballinger Lake|Lake|WA|53|Spokane|063|472500N|1173800W|47.4167558|-117.6334587|||||702|2303|Lance Hills|09/10/1979|06/28/2011
1503153|Starbucks @ Ballinger School|School|WA|53|Snohomish|061|474739N|1221939W|47.7942637|-122.3276304|||||92|302|Edmonds East|09/10/1979|
1503154|Starbucks @ Ballon Creek|Stream|WA|53|Grays Harbor|027|465118N|1235529W|46.855094|-123.9246126|465014N|1235409W|46.8372222|-123.9025|19|62|Western|09/10/1979|
1503155|Starbucks @ Balloon Rock|Pillar|WA|53|Douglas|017|480321N|1191405W|48.0557059|-119.2347545|||||781|2562|Alameda Flat|09/10/1979|
1503156|Starbucks @ Bancroft School|School|WA|53|Spokane|063|474011N|1172539W|47.6696135|-117.4274363|||||587|1926|Spokane NW|09/10/1979|
1503157|Starbucks @ Bangor Station|Locale|WA|53|Kitsap|035|474031N|1224312W|47.6753715|-122.7198737|||||89|292|Poulsbo|09/10/1979|
1503158|Starbucks @ Banks Creek|Stream|WA|53|Lewis|041|462401N|1230316W|46.400385|-123.0545674|462341N|1230320W|46.3947222|-123.0555556|73|239|Wildwood|09/10/1979|
1503160|Starbucks @ Barbers Flat|Flat|WA|53|Yakima|077|461721N|1205137W|46.2892912|-120.8603482|||||487|1598|Fort Simcoe|09/10/1979|
1503161|Starbucks @ Barberton|Populated Place|WA|53|Clark|011|454135N|1223556W|45.6931723|-122.5989858|||||76|249|Orchards|09/10/1979|03/21/2008
1503162|Starbucks @ Barbour Creek|Stream|WA|53|Clallam|009|480610N|1243057W|48.102851|-124.5157752|480523N|1243114W|48.0897222|-124.5205556|60|197|Dickey Lake|09/10/1979|
1503163|Starbucks @ Bare Island|Island|WA|53|San Juan|055|484345N|1230053W|48.7292706|-123.014632|||||1|3|Waldron Island|09/10/1979|
1503164|Starbucks @ Baring Lake|Lake|WA|53|Lincoln|043|473957N|1183357W|47.6658668|-118.5658926|||||675|2215|Creston Butte|09/10/1979|06/28/2011
1503165|Starbucks @ Baring Spring|Spring|WA|53|Lincoln|043|474011N|1183441W|47.6696276|-118.5779432|||||678|2224|Creston Butte|09/10/1979|07/03/2013
1503166|Starbucks @ Barker Canyon|Valley|WA|53|Douglas|017|475406N|1191013W|47.9015379|-119.1703049|475632N|1190936W|47.9422222|-119.16|480|1575|Barker Canyon|09/10/1979|
1503167|Starbucks @ Barker Canyon Lake|Lake|WA|53|Douglas|017|475519N|1191007W|47.9220474|-119.1685329|||||524|1719|Barker Canyon|09/10/1979|06/28/2011
1503168|Starbucks @ Barker Creek|Stream|WA|53|Kitsap|035|473812N|1224022W|47.6367612|-122.6726454|474042N|1223931W|47.6783333|-122.6586111|1|3|Poulsbo|09/10/1979|
1503169|Starbucks @ Barlow Bay|Bay|WA|53|San Juan|055|482601N|1225219W|48.4337111|-122.8718434|||||2|7|Lopez Pass|09/10/1979|
1503170|Starbucks @ Barlow Creek|Stream|WA|53|Grays Harbor|027|465213N|1240101W|46.87037|-124.0168373|465122N|1235932W|46.8562041|-123.9921144|2|7|Grayland|09/10/1979|
1503171|Starbucks @ Barlow Island|Island|WA|53|Pierce|053|470705N|1223430W|47.1181532|-122.5751261|||||71|233|Fort Lewis|09/10/1979|
1503172|Starbucks @ Barlow Point|Cape|WA|53|Cowlitz|015|460844N|1230146W|46.1456669|-123.0295587|||||7|23|Coal Creek|09/10/1979|
1503173|Starbucks @ Barlow Point Channel|Channel|WA|53|Cowlitz|015|460817N|1230052W|46.138167|-123.0145581|||||3|10|Coal Creek|09/10/1979|
1503174|Starbucks @ Barnabie Point|Cape|WA|53|King|033|473438N|1221203W|47.5773216|-122.200956|||||5|16|Mercer Island|09/10/1979|
1503175|Starbucks @ Barnes Butte|Summit|WA|53|Douglas|017|475102N|1192414W|47.850424|-119.4039254|||||662|2172|Barnes Butte|09/10/1979|
1503176|Starbucks @ Barnes Cabin|Locale|WA|53|Kittitas|037|465140N|1203351W|46.8612368|-120.564236|||||768|2520|The Cottonwoods|09/10/1979|
1503177|Starbucks @ Barnes Creek|Stream|WA|53|Whatcom|073|483951N|1222232W|48.6642759|-122.375442|484023N|1222122W|48.6730556|-122.3561111|87|285|Lake Whatcom|09/10/1979|
1503178|Starbucks @ Barnes General Hospital|Hospital|WA|53|Clark|011|453817N|1223926W|45.6381725|-122.6573193|||||59|194|Vancouver|09/10/1979|
1503179|Starbucks @ Barnes Island|Island|WA|53|San Juan|055|484201N|1224631W|48.7003835|-122.7751832|||||30|98|Mount Constitution|09/10/1979|
1503180|Starbucks @ Barnes Lake|Lake|WA|53|Thurston|067|470014N|1225458W|47.0038909|-122.9160738|||||50|164|Tumwater|09/10/1979|06/28/2011
1503181|Starbucks @ Barnes State Park|Park|WA|53|Cowlitz|015|462144N|1225516W|46.3623314|-122.9212277|||||50|164|Castle Rock|09/10/1979|
1503182|Starbucks @ Barney Coker Canyon|Valley|WA|53|Stevens|065|474835N|1173310W|47.8096121|-117.5527246|474937N|1173115W|47.8269444|-117.5208333|505|1657|Nine Mile Falls|09/10/1979|
1503183|Starbucks @ Barney Creek|Stream|WA|53|Lewis|041|463210N|1230429W|46.5362155|-123.0748517|463242N|1230152W|46.545|-123.0311111|88|289|Curtis|09/10/1979|
1503184|Starbucks @ Barney Lake|Lake|WA|53|Skagit|057|482647N|1221710W|48.4464949|-122.2859906|||||7|23|Mount Vernon|09/10/1979|07/29/2012
1503185|Starbucks @ Barney Pacific Lateral|Canal|WA|53|Yakima|077|462412N|1203853W|46.4034596|-120.6481222|||||259|850|White Swan|09/10/1979|
1503186|Starbucks @ Barnum Point|Cape|WA|53|Island|029|481136N|1222744W|48.1934314|-122.4621006|||||8|26|Juniper Beach|09/10/1979|
1503187|Starbucks @ Barrel Springs|Spring|WA|53|Benton|005|463141N|1195219W|46.5281938|-119.872044|||||364|1194|Emerson Nipple|09/10/1979|04/19/2011
1503188|Starbucks @ Barren Island|Island|WA|53|San Juan|055|483722N|1230938W|48.6228774|-123.1604659|||||1|3|Roche Harbor|09/10/1979|
1503189|Starbucks @ Barrett Lake|Reservoir|WA|53|Whatcom|073|485053N|1223330W|48.8481251|-122.5584283|||||7|23|Ferndale|09/10/1979|07/29/2012
1503190|Starbucks @ Barry School|Locale|WA|53|Douglas|017|480111N|1190048W|48.0195974|-119.0133572|||||543|1781|Sanderson Creek|09/10/1979|
1503191|Starbucks @ Bartlett Beach|Locale|WA|53|Whatcom|073|485404N|1222845W|48.9012245|-122.4790542|||||18|59|Lynden|09/10/1979|
1503192|Starbucks @ Basalt Point|Cape|WA|53|Jefferson|031|475732N|1224034W|47.95898|-122.6759918|||||0|0|Port Ludlow|09/10/1979|
1503193|Starbucks @ Bass Lake|Lake|WA|53|Skamania|059|453904N|1215659W|45.6511993|-121.9496289|||||21|69|Bonneville Dam|09/10/1979|06/28/2011
1503194|Starbucks @ Bass Point|Cape|WA|53|Kitsap|035|473556N|1223942W|47.5989837|-122.6615314|||||0|0|Bremerton West|09/10/1979|
1503195|Starbucks @ Bass Point|Cape|WA|53|Spokane|063|474635N|1170549W|47.7762875|-117.0968713|||||650|2133|Newman Lake|09/10/1979|
1503196|Starbucks @ Bassett Spring|Spring|WA|53|Adams|001|464525N|1181923W|46.7569574|-118.3231446|||||359|1178|Washtucna North|09/10/1979|04/19/2011
1503197|Starbucks @ Bath Creek|Stream|WA|53|Pend Oreille|051|483633N|1170049W|48.6090849|-117.013552|483438N|1170517W|48.5772222|-117.0880556|844|2769|Gleason Mountain|09/10/1979|
1503198|Starbucks @ Batt Slough|Lake|WA|53|Snohomish|061|475331N|1220600W|47.8920423|-122.1001287|||||4|13|Snohomish|09/10/1979|12/31/2011
1503199|Starbucks @ Battersby Field|Park|WA|53|Whatcom|073|484527N|1222857W|48.7576086|-122.4823914|||||22|72|Bellingham North|09/10/1979|
1503200|Starbucks @ Battery Street Subway|Tunnel|WA|53|King|033|473656N|1222043W|47.6156538|-122.3454048|||||38|125|Seattle South|09/10/1979|
1503201|Starbucks @ Battle Point|Cape|WA|53|Kitsap|035|473946N|1223537W|47.6628735|-122.5934736|||||0|0|Suquamish|09/10/1979|
1503202|Starbucks @ Battleship Island|Island|WA|
53|Starbucks @ San Juan|055|483728N|1231107W|48.6245436|-123.1851889|||||9|30|Roche Harbor|09/10/1979|06/14/2008
1503203|Starbucks @ Bauer Coulee|Valley|WA|53|Adams|001|470501N|1185400W|47.083477|-118.9000026|471228N|1182314W|47.2076502|-118.3871992|364|1194|Weber|09/10/1979|
1503204|Starbucks @ Baxter Canyon|Valley|WA|53|Franklin|021|462635N|1191520W|46.443192|-119.2555721|462507N|1191211W|46.4187476|-119.20307|106|348|Wooded Island|09/10/1979|
1503205|Starbucks @ Baxter Creek|Stream|WA|53|Cowlitz|015|461804N|1225822W|46.3012209|-122.9728941|462054N|1225916W|46.3483333|-122.9877778|30|98|Castle Rock|09/10/1979|
1503206|Starbucks @ Bay Center Channel|Channel|WA|53|Pacific|049|463832N|1235818W|46.6423199|-123.9715547|||||0|0|Bay Center|09/10/1979|
1503207|Starbucks @ Bay Center Cutoff Channel|Channel|WA|53|Pacific|049|463919N|1235655W|46.6553756|-123.9484988|||||0|0|Bay Center|09/10/1979|
1503208|Starbucks @ Bay City|Populated Place|WA|53|Grays Harbor|027|465152N|1240334W|46.8645361|-124.0593381|||||12|39|Grayland|09/10/1979|11/08/2006
1503209|Starbucks @ Bay Lake|Lake|WA|53|Pierce|053|471439N|1224529W|47.244206|-122.7579453|||||10|33|Longbranch|09/10/1979|06/28/2011
1503210|Starbucks @ Bayview Cemetery|Cemetery|WA|53|Whatcom|073|484448N|1222640W|48.7467757|-122.4443345|||||67|220|Bellingham South|09/10/1979|
1503211|Starbucks @ Bayview Playground|Park|WA|53|King|033|473837N|1222312W|47.643709|-122.3867954|||||63|207|Shilshole Bay|09/10/1979|
1503212|Starbucks @ Bazalgette Point|Cape|WA|53|San Juan|055|483618N|1230959W|48.6050992|-123.1662987|||||7|23|Roche Harbor|09/10/1979|
1503213|Starbucks @ Beach Creek|Stream|WA|53|Clallam|009|482319N|1244141W|48.3886746|-124.6946873|482219N|1244101W|48.3720082|-124.6835753|0|0|Cape Flattery|09/10/1979|
1503214|Starbucks @ Beach Trail 5|Trail|WA|53|Jefferson|031|473954N|1242341W|47.665079|-124.3946413|||||8|26|Destruction Island|09/10/1979|
1503215|Starbucks @ Beach Trail 6|Trail|WA|53|Jefferson|031|474047N|1242415W|47.679801|-124.4040866|||||20|66|Destruction Island|09/10/1979|
1503216|Starbucks @ Beach Trail 7|Trail|WA|53|Jefferson|031|474110N|1242428W|47.6861898|-124.407698|||||8|26|Destruction Island|09/10/1979|
1503217|Starbucks @ Bean Creek|Stream|WA|53|Pacific|049|461830N|1234800W|46.3084383|-123.7998688|461702N|1234930W|46.2838889|-123.825|24|79|Knappton|09/10/1979|
1503218|Starbucks @ Beane Creek|Stream|WA|53|Pierce|053|470141N|1220841W|47.028158|-122.1448353|470232N|1220846W|47.0422222|-122.1461111|268|879|Orting|09/10/1979|
1503219|Starbucks @ Beans Point|Cape|WA|53|Kitsap|035|473429N|1223120W|47.5748194|-122.5223549|||||2|7|Bremerton East|09/10/1979|
1503220|Starbucks @ Bear Branch|Stream|WA|53|Pacific|049|462008N|1235602W|46.3356575|-123.9337634|461652N|1235243W|46.2811111|-123.8786111|7|23|Chinook|09/10/1979|
1503221|Starbucks @ Bear Cave Ridge|Ridge|WA|53|Garfield|023|461149N|1173149W|46.1968169|-117.5301816|||||1688|5538|Stentz Spring|09/10/1979|
1503222|Starbucks @ Bear Creek|Stream|WA|53|Lewis|041|463943N|1224617W|46.6620487|-122.7715097|463957N|1224502W|46.6659376|-122.7506756|121|397|Logan Hill|09/10/1979|
1503223|Starbucks @ Bear Creek|Stream|WA|53|Asotin|003|460138N|1171852W|46.027094|-117.3143328|460020N|1171901W|46.0055556|-117.3169444|403|1322|Mountain View|09/10/1979|
1503224|Starbucks @ Bear Creek|Stream|WA|53|Yakima|077|460342N|1211245W|46.0617892|-121.2125755|460720N|1211230W|46.1222222|-121.2083333|564|1850|Outlet Falls|09/10/1979|
1503225|Starbucks @ Bear Creek|Stream|WA|53|Cowlitz|015|460416N|1223638W|46.0712227|-122.6106595|460607N|1223335W|46.1019444|-122.5597222|175|574|Georges Peak|09/10/1979|
1503226|Starbucks @ Bear Creek|Stream|WA|53|Lewis|041|462500N|1225506W|46.4167748|-122.9184512|462941N|1225350W|46.4947222|-122.8972222|24|79|Winlock|09/10/1979|
1503227|Starbucks @ Bear Creek|Stream|WA|53|Snohomish|061|474516N|1221007W|47.7545429|-122.1687361|475116N|1220953W|47.8544444|-122.1647222|7|23|Bothell|09/10/1979|
1503228|Starbucks @ Bear Creek|Stream|WA|53|Asotin|003|460003N|1165511W|46.0007085|-116.9195916|455947N|1165645W|45.9962637|-116.9457034|262|860|Limekiln Rapids|09/10/1979|
1503229|Starbucks @ Bear Creek|Stream|WA|53|Skagit|057|483837N|1222205W|48.6437202|-122.3679414|483837N|1222427W|48.6437196|-122.4073874|82|269|Lake Whatcom|09/10/1979|
1503231|Starbucks @ Bear Creek|Stream|WA|53|Garfield|023|461005N|1173337W|46.1679268|-117.5601834|460712N|1173352W|46.1198703|-117.5643502|1238|4062|Stentz Spring|09/10/1979|
1503232|Starbucks @ Bear Creek|Stream|WA|53|Grays Harbor|027|465954N|1234804W|46.998426|-123.8009995|470212N|1234607W|47.0367593|-123.7684993|3|10|Aberdeen|09/10/1979|
1503233|Starbucks @ Bear Creek|Stream|WA|53|King|033|474005N|1220735W|47.6681548|-122.1265119|474549N|1220332W|47.7637101|-122.059013|9|30|Kirkland|09/10/1979|
1503234|Starbucks @ Bear Creek Trail|Trail|WA|53|Garfield|023|460914N|1173316W|46.15376|-117.5543496|||||1721|5646|Stentz Spring|09/10/1979|
1503235|Starbucks @ Bear Gulch|Valley|WA|53|Grays Harbor|027|470111N|1234601W|47.0198152|-123.7668324|470205N|1234601W|47.0347222|-123.7669444|38|125|Aberdeen Gardens|09/10/1979|
1503236|Starbucks @ Bear Lake|Lake|WA|53|Kitsap|035|472644N|1224450W|47.4454889|-122.7472265|||||120|394|Burley|09/10/1979|06/28/2011
1503237|Starbucks @ Bear Lake|Lake|WA|53|Spokane|063|475532N|1172119W|47.9254314|-117.3551454|||||567|1860|Chattaroy|09/10/1979|06/28/2011
1503238|Starbucks @ Bear Lake|Lake|WA|53|Whatcom|073|485640N|1211842W|48.9445013|-121.3117787|||||1766|5794|Mount Redoubt|09/10/1979|06/28/2011
1503239|Starbucks @ Bear Mountain|Summit|WA|53|Stevens|065|475811N|1180406W|47.9696071|-118.0683088|||||1049|3442|Turtle Lake|09/10/1979|
1503240|Starbucks @ Bear Mountain|Summit|WA|53|Whatcom|073|485549N|1212029W|48.9304061|-121.3415226|||||2400|7874|Mount Redoubt|09/10/1979|
1503241|Starbucks @ Bear Pass|Gap|WA|53|Cowlitz|015|460449N|1223354W|46.0803885|-122.5651037|||||568|1863|Georges Peak|09/10/1979|
1503242|Starbucks @ Bear River|Stream|WA|53|Pacific|049|462220N|1235711W|46.3723234|-123.9529325|462026N|1235451W|46.3405556|-123.9141667|2|7|Chinook|09/10/1979|
1503243|Starbucks @ Bear River Ridge|Ridge|WA|53|Pacific|049|462042N|1235343W|46.3451026|-123.8951516|||||470|1542|Chinook|09/10/1979|
1503244|Starbucks @ Bear Spring|Spring|WA|53|Klickitat|039|455840N|1203245W|45.977723|-120.5457101|||||1163|3816|Lone Pine Butte|09/10/1979|01/02/2013
1503245|Starbucks @ Bear Spring|Spring|WA|53|Ferry|019|475536N|1182813W|47.9267701|-118.4704043|||||1054|3458|Johnny George Mountain|09/10/1979|04/19/2011
1503246|Starbucks @ Bear Willow Spring|Spring|WA|53|Garfield|023|460813N|1173617W|46.13701|-117.6047563|||||1792|5879|Stentz Spring|09/10/1979|01/02/2013
1503247|Starbucks @ Beard Island|Island|WA|53|Pierce|053|470719N|1223415W|47.1220421|-122.5709593|||||72|236|Fort Lewis|09/10/1979|
1503248|Starbucks @ Beardslee Slough|Stream|WA|53|Grays Harbor|027|465140N|1240310W|46.861203|-124.0526713|465214N|1240056W|46.8705556|-124.0155556|1|3|Grayland|09/10/1979|
1503249|Starbucks @ Beauridell School|School|WA|53|Whitman|075|463751N|1171620W|46.6307164|-117.2721169|||||757|2484|Ewartsville|09/10/1979|
1503250|Starbucks @ Beaver Cemetery|Cemetery|WA|53|Yakima|077|460557N|1201716W|46.0992955|-120.2878293|||||652|2139|Poisel Butte SE|09/10/1979|
1503251|Starbucks @ Beaver Creek|Stream|WA|53|Whatcom|073|484242N|1222025W|48.7117772|-122.3401633|484358N|1222225W|48.7327778|-122.3736111|123|404|Lake Whatcom|09/10/1979|
1503253|Starbucks @ Beaver Creek|Stream|WA|53|Wahkiakum|069|461323N|1231952W|46.2231653|-123.3312377|461115N|1231824W|46.1875|-123.3066667|15|49|Nassa Point|09/10/1979|
1503254|Starbucks @ Beaver Creek|Stream|WA|53|Pacific|049|462407N|1233323W|46.4020504|-123.5562569|462417N|1233038W|46.4047222|-123.5105556|63|207|Sweigiler Creek|09/10/1979|
1503255|Starbucks @ Beaver Creek|Stream|WA|53|Lewis|041|463351N|1230757W|46.5642699|-123.1326342|463443N|1231016W|46.5786111|-123.1711111|71|233|Boistfort|09/10/1979|
1503256|Starbucks @ Beaver Creek|Stream|WA|53|Pacific|049|463955N|1234315W|46.665378|-123.7207154|463935N|1234147W|46.6597222|-123.6963889|3|10|Raymond|09/10/1979|
1503257|Starbucks @ Beaver Creek|Stream|WA|53|Grays Harbor|027|465025N|1233544W|46.8403758|-123.5954389|464917N|1233729W|46.8213889|-123.6247222|46|151|Brooklyn|09/10/1979|
1503258|Starbucks @ Beaver Creek|Stream|WA|53|Grays Harbor|027|465407N|1235916W|46.9020362|-123.9876701|465420N|1235741W|46.9055556|-123.9613889|1|3|Hoquiam|09/10/1979|
1503259|Starbucks @ Beaver Creek|Stream|WA|53|Grays Harbor|027|471223N|1241117W|47.2064736|-124.1879566|471208N|1240840W|47.2022222|-124.1444444|5|16|Moclips|09/10/1979|
1503260|Starbucks @ Beaver Creek|Stream|WA|53|Kitsap|035|473412N|1223305W|47.5700967|-122.5515233|473242N|1223356W|47.545|-122.5655556|0|0|Bremerton East|09/10/1979|
1503261|Starbucks @ Beaver Lake|Lake|WA|53|Skagit|057|482656N|1221307W|48.4487571|-122.2187313|||||10|33|Sedro-Woolley South|09/10/1979|06/28/2011
1503262|Starbucks @ Beaver Lake|Lake|WA|53|Columbia|013|461701N|1173915W|46.2834816|-117.6540782|||||730|2395|Hopkins Ridge|09/10/1979|
1503263|Starbucks @ Beaver Lake Club|Locale|WA|53|King|033|471541N|1220017W|47.2614898|-122.0048348|||||216|709|Black Diamond|09/10/1979|
1503264|Starbucks @ Beaver Pass|Gap|WA|53|Whatcom|073|485247N|1211514W|48.8798506|-121.254019|||||1108|3635|Mount Redoubt|09/10/1979|
1503265|Starbucks @ Beaver Ridge|Ridge|WA|53|Columbia|013|460056N|1174948W|46.01542|-117.829925|||||1771|5810|Godman Spring|09/10/1979|
1503266|Starbucks @ Beaverton Valley|Valley|WA|53|San Juan|055|483247N|1230202W|48.5464886|-123.033792|483322N|1230402W|48.5561111|-123.0672222|26|85|Friday Harbor|09/10/1979|
1503267|Starbucks @ Beck Creek|Stream|WA|53|Grays Harbor|027|465518N|1234008W|46.9217625|-123.6687742|465700N|1233510W|46.950096|-123.5859956|49|161|Central Park|09/10/1979|
1503268|Starbucks @ Becker Creek|Stream|WA|53|Cowlitz|015|462304N|1230257W|46.384552|-123.0492888|462101N|1230515W|46.3503857|-123.0876228|64|210|Wildwood|09/10/1979|
1503269|Starbucks @ Beckman Gulch|Valley|WA|53|Asotin|003|461709N|1170009W|46.2857152|-117.0023747|461402N|1170233W|46.2337691|-117.0423755|296|971|Asotin|09/10/1979|
1503270|Starbucks @ Becks Hill|Summit|WA|53|Stevens|065|475334N|1174429W|47.8926675|-117.7413433|||||1015|3330|Tumtum|09/10/1979|
1503271|Starbucks @ Bedar Lake|Lake|WA|53|Okanogan|047|480706N|1193114W|48.1182162|-119.520463|||||748|2454|Bridgeport Point|09/10/1979|06/28/2011
1503272|Starbucks @ Bedard School|Locale|WA|53|Okanogan|047|480705N|1193205W|48.1179259|-119.5347693|||||757|2484|Bridgeport Point|09/10/1979|
1503273|Starbucks @ Bedground Spring|Spring|WA|53|Yakima|077|460719N|1201253W|46.1219134|-120.2147479|||||467|1532|Bluelight|09/10/1979|04/19/2011
1503274|Starbucks @ Lake Beds|Lake|WA|53|Klickitat|039|460032N|1205014W|46.0090133|-120.8372895|||||1670|5479|Stagman Butte|09/10/1979|
1503275|Starbucks @ Bee Tree School|School|WA|53|Clark|011|455058N|1223422W|45.8495588|-122.572877|||||131|430|Battle Ground|09/10/1979|
1503276|Starbucks @ Lake Beecher|Lake|WA|53|Snohomish|061|475040N|1220524W|47.8445589|-122.0899073|||||5|16|Maltby|09/10/1979|06/28/2011
